Last Name,First Name,Email Address,Zipcode,City,State,Address,Homephone,Regdate
Tsuji,Annelise,hrchaelaraman@jumpstartlab.com,20002,Washington,DC,235 2nd St NE,No valid phone number,1/30/09 14:29
Two,Jacob,cyvid@jumpstartlab.com,20016,Washington,DC,4400 Massachusetts Ave NW,2155275000,1/21/09 15:47
Two,Christi,xdolec1@jumpstartlab.com,20008,Washington,DC,3003 Van Ness St. NW #S606,2023027000,1/24/09 22:01
Vandeputte,Ashley,owzapf@jumpstartlab.com,20016,Washington,DC,"3825 Wisconsin Avenue, NW",3016545000,1/21/09 16:25
Vanegas,Meghan,bu@jumpstartlab.com,20008,Washington,DC,"3000 Cathedral Ave, NW",2406455000,1/20/09 23:43
Varlese,Catherine,gusonsm@jumpstartlab.com,20002,washington,DC,800 florida ave ne #1224,5106577000,1/27/09 13:37
Vernon,Joe,xkmes.p.gilchrist@jumpstartlab.com,20007,Washington,DC,3636 T St. NW,7209348000,2/1/09 13:06
Veysey,Alicia,cyaen1.arnold@jumpstartlab.com,20016,Washington,DC,"3825 Wisconsin Avenue, NW",3016545000,1/21/09 16:10
Vig,Annelies,orrek.j.roy@jumpstartlab.com,20016,Washington,DC,http://410woman.googlepages.com,3013127000,1/23/09 14:07
Viglietta,Maura,updkinss@jumpstartlab.com,20011,Washington,DC,4110 14th St. NW,9174074000,1/26/09 22:22
Vyas,Raymond,gwdela10@jumpstartlab.com,20052,Washington,DC,"2222 Eye Street, NW, #302",8604784000,1/21/09 23:13
Wadsworth,Kelsey,cmartzel@jumpstartlab.com,20024,Washington,DC,901 6th St. SW Apt 414A,9495478000,2/1/09 19:59
Walters,Kelsey,hctthew.kramer@jumpstartlab.com,20016,Washington,DC,"3825 Wisconsin Avenue, NW",3013127000,1/23/09 13:45
Weber-Shirk,Torsten,ggd2543@jumpstartlab.com,20036,Washington,DC,1616 P Street NW Suite 340,5408883000,2/1/09 23:30
Weisberg,Alicia,nuagnoni@jumpstartlab.com,20016,Washington,DC,"3825 Wisconsin Avenue, NW",3016545000,1/21/09 16:31
Weitner,Kelsy,bxBurdiss@jumpstartlab.com,20016,Washington,DC,"3825 Wisconsin Avenue, NW",3016545000,1/21/09 16:23
Wichman,Jennifer,vehns1jm@jumpstartlab.com,20016,Washington,DC,4400 Massachusetts Avenue,5032587000,2/1/09 20:03
Wilson,Monica,rblary@jumpstartlab.com,20016,Washington,DC,4400 Massachusetts Ave NW,2012085000,1/21/09 15:27
Wojtalewicz,Kate,pfdasamc@jumpstartlab.com,20052,Washington,DC,"950 24th St, NW, #413",4135393000,1/21/09 22:56
Xx,Kendra,ygalabre@jumpstartlab.com,20008,Washington,DC,"3000 Cathedral Ave, NW",2406455000,1/20/09 23:55
Xx,Laura,abnedoe3@jumpstartlab.com,20008,Washington,DC,"2601 Woodley Place NW, Apt 813",8026594000,1/18/09 2:48
Xx,Althea,udsaw87@jumpstartlab.com,20008,Washington,DC,"3000 Cathedral Ave, NW",2406455000,1/21/09 0:24
Zapfel,Adriana,vemusic@jumpstartlab.com,20008,Washington,DC,"3000 Cathedral Ave, NW",2406455000,1/21/09 0:18
Zeller,John,eyudartj@jumpstartlab.com,20036,Washington,DC,"1608 Rhode Island Ave, NW",8057662000,2/1/09 15:44
Zimmerman,Adam,jal08d@jumpstartlab.com,20016,Washington,DC,"3825 Wisconsin Avenue, NW",3016545000,1/21/09 16:44
Zipin,Brian,wwshaw@jumpstartlab.com,20016,Washington,DC,"3825 Wisconsin Avenue, NW",3013127000,1/23/09 13:03
